,Score
Nathan,(-4.596344271630608+0j)
The Ganon Cannon,(-4.597613640464111+0j)
Falgar,(-4.598339842845471+0j)
Shk Shk,(-4.598948802771904+0j)
VinVinn,(-4.603178831808+0j)
Kin,(-4.60682835393944+0j)
inversiOn,(-4.607275073349877+0j)
uvi,(-4.608211311569623+0j)
$tijn,(-4.610588869870108+0j)
Stacy's Stepdad,(-4.612572485863172+0j)
vegeman,(-4.614691317151927+0j)
PoonTycoon,(-4.615169046602871+0j)
BoxCombo,(-4.615532942980736+0j)
Soos the Moose,(-4.616341055520541+0j)
Tobiitto,(-4.61656343770031+0j)
Burninator,(-4.61704019933515+0j)
chenboy3,(-4.617677972114356+0j)
ginj,(-4.618049518978577+0j)
SandSentinel,(-4.620729789197054+0j)
narrow jibs,(-4.620984635515039+0j)
Cee,(-4.6213523567113475+0j)
H,(-4.622612692877904+0j)
Chopstix,(-4.623199516661596+0j)
Fenrir_the_Great,(-4.625271950987146+0j)
melkor,(-4.627598749278353+0j)
Birdsnest,(-4.62889189043124+0j)
QTIP,(-4.630505438030538+0j)
BigDaddyD,(-4.631148292225643+0j)
TheTayTayPls,(-4.6319455100212235+0j)
Hackerman,(-4.632864443192405+0j)
Kip,(-4.632970498220976+0j)
Hex,(-4.634216344244851+0j)
Neasybar22,(-4.635976795296806+0j)
Dook,(-4.636164655590668+0j)
Daddy's Cammies,(-4.6365069515302455+0j)
CrazzzzyyChris,(-4.6372582203204065+0j)
Daniel,(-4.638372518787254+0j)
Sizzle,(-4.639316308685369+0j)
Abcool,(-4.640796956132379+0j)
Dcmaster,(-4.641760571798658+0j)
HYSTERIKYLE,(-4.642681107492951+0j)
zeventien,(-4.6433062739160516+0j)
Shottyguns,(-4.6433876371204414+0j)
MOTHMAN,(-4.645896006831348+0j)
Oldmanlink,(-4.647108771962048+0j)
Le_Vinny,(-4.647301117848578+0j)
Ren,(-4.648628855680744+0j)
8=D,(-4.65214143592966+0j)
Barcode,(-4.654310015389203+0j)
Drunkle Whiz,(-4.654544728317768+0j)
JuiceEverywhere,(-4.657808462449656+0j)
Pax,(-4.658937331994657+0j)
Challenger Charles,(-4.659294746346773+0j)
ARMTOAST,(-4.660212482382986+0j)
s0und,(-4.660623038297603+0j)
MrMcRainbow,(-4.6609504159252975+0j)
Doomy,(-4.664930239710169+0j)
CaptainJD,(-4.668646593415321+0j)
Wayne,(-4.6693702290661125+0j)
DLos,(-4.670829250121421+0j)
buttpounder420,(-4.672577680034193+0j)
Cornmeal,(-4.672757063484788+0j)
Marco,(-4.6732797956896865+0j)
catelt,(-4.67373444607391+0j)
PupuDoodoo,(-4.6744868476430925+0j)
gh-andi,(-4.675475551812505+0j)
Joey Donuts,(-4.6756933038045965+0j)
Marth Zuccerberg,(-4.676445320202465+0j)
Rascal,(-4.676851017071292+0j)
Shlomo,(-4.6769620651036385+0j)
Doodlebug,(-4.678710215235578+0j)
Velos,(-4.680705395365544+0j)
wub,(-4.681241277201643+0j)
keeta,(-4.681458527097303+0j)
Derpy,(-4.68235381295716+0j)
Autobahn,(-4.682856953082636+0j)
Krishna,(-4.685221954792745+0j)
Tyler Swift,(-4.685249583407121+0j)
Randy6,(-4.6859802823983365+0j)
LRUN,(-4.685986516254412+0j)
Bloom,(-4.686329618727465+0j)
Chrys,(-4.686428299750657+0j)
Choices,(-4.686494356226889+0j)
Bonntoes,(-4.687068765802962+0j)
Hijo,(-4.688526000181995+0j)
Scuba_Steve,(-4.690724047064703+0j)
Dust,(-4.6920623981538006+0j)
White Women Call Me God,(-4.695716462836778+0j)
Mr. Snuss,(-4.69659929913875+0j)
Cultist,(-4.698397190066205+0j)
McDunzo,(-4.698648968720448+0j)
gegi,(-4.701795858490982+0j)
Taxi2Stock,(-4.704866022409254+0j)
Fireblaze,(-4.7084604972293445+0j)
KGP,(-4.709480415025407+0j)
Matty,(-4.712475124555914+0j)
Frycook,(-4.714661889765735+0j)
zberg,(-4.71630578222878+0j)
snacklepackle,(-4.716438900616619+0j)
Lo Wang,(-4.720568579124783+0j)
Pocodudeface,(-4.722785039515291+0j)
BobRossOfTheKitchen,(-4.723051288923259+0j)
Hobbit,(-4.726009299353048+0j)
nimblebejack,(-4.727657879624166+0j)
kipp,(-4.730613434453032+0j)
juno,(-4.734863364586524+0j)
Noli,(-4.736709621780868+0j)
1337wafflezz,(-4.738173991230909+0j)
dantef41,(-4.7385343540219695+0j)
tomatoartillery,(-4.738707821392885+0j)
Inphinitii,(-4.739824918451851+0j)
Rizzy,(-4.742965575246812+0j)
Flashback,(-4.745358243388153+0j)
Gobrin,(-4.746001079048469+0j)
Mariposa,(-4.746271681581663+0j)
Soma,(-4.747006027625728+0j)
Pakeko,(-4.74714038847731+0j)
carrot,(-4.747249451083815+0j)
ZBomber,(-4.74766547483652+0j)
Moderns,(-4.748346407724194+0j)
Prisinisim,(-4.748537457817908+0j)
SpicyBoi,(-4.749916919724141+0j)
Fuchan,(-4.75137213222296+0j)
Lil' m,(-4.753980734122134+0j)
aml,(-4.755300219385205+0j)
Acholight,(-4.7561155408987075+0j)
luca,(-4.758377970615212+0j)
Vicious%,(-4.760375865090052+0j)
BootyMasterInfinite,(-4.760535912162546+0j)
MrPandasian,(-4.766345601396348+0j)
Mr. ZiggZag,(-4.7695757181821925+0j)
Peenapple Jones,(-4.771622706772124+0j)
20thCenturyBoy,(-4.771781867492306+0j)
GoodGuyKevin,(-4.7727733096777545+0j)
HotNCold,(-4.775124350770108+0j)
Lynn,(-4.775155574232329+0j)
Yho,(-4.776807564468573+0j)
GorillaTang,(-4.777756696020522+0j)
Flask,(-4.7783637015262+0j)
St. Emma,(-4.778531043278733+0j)
SNUT,(-4.781697094221931+0j)
yanjo,(-4.782380798494212+0j)
Vanguard,(-4.7825216494189196+0j)
Lokemer,(-4.784383465026512+0j)
Carnage,(-4.787596296571316+0j)
ShineSpike,(-4.789376331841875+0j)
GeneralNefarious,(-4.789602280272409+0j)
Lassie,(-4.789700449882631+0j)
TabooedProtagonist,(-4.790038155557554+0j)
Shabby,(-4.791338761477063+0j)
Khartoum,(-4.791956128404962+0j)
Reign,(-4.794858418674895+0j)
shwang,(-4.795632849129643+0j)
Clank,(-4.796017641612444+0j)
Theo,(-4.7967416673338645+0j)
Falcopussycrush,(-4.798028779874271+0j)
Slothgor,(-4.798077151219884+0j)
Good Handwriting,(-4.798334058537244+0j)
Glory,(-4.798712958514282+0j)
MrMeaner,(-4.798761863711226+0j)
ButterJiggy,(-4.800804053959007+0j)
walsky,(-4.8008737106237955+0j)
Double D,(-4.801826052335816+0j)
Onyx,(-4.802746579990842+0j)
2006,(-4.80731527073741+0j)
Iko,(-4.80754911358521+0j)
Azel,(-4.808794818850508+0j)
Dabest,(-4.808886081509126+0j)
BChu,(-4.811582877734332+0j)
MistySkies,(-4.812476886853875+0j)
superAeneas,(-4.8125893817783805+0j)
Fraudy,(-4.81416309088144+0j)
LDS,(-4.815054166472107+0j)
Mosh,(-4.81548828351725+0j)
Dr. Greenthumb,(-4.818459068724737+0j)
mOck,(-4.81862159839819+0j)
Omelet,(-4.821395766494233+0j)
Wolfii,(-4.823974697758282+0j)
henrius,(-4.829609369491359+0j)
jtetter,(-4.83005846608231+0j)
Relic,(-4.8326100659960645+0j)
Chic,(-4.834116103465716+0j)
Bombogi,(-4.83662974560064+0j)
Big D Squirrels,(-4.836726140711228+0j)
Mustard,(-4.836736060599765+0j)
Nag,(-4.836736060599767+0j)
terepic,(-4.8377646724955135+0j)
Sang,(-4.840627710970496+0j)
porcupine,(-4.8449469785461705+0j)
White Iverson,(-4.846429387413659+0j)
Skip,(-4.847966398223629+0j)
Puglover,(-4.8497638046855736+0j)
Lamonster,(-4.849841403891157+0j)
DownTownBrown,(-4.850063865427563+0j)
Yummyness,(-4.851257506824328+0j)
WHAL3,(-4.854979298067338+0j)
SLKツ,(-4.858703112561752+0j)
Vampire,(-4.858710572542759+0j)
Mr. Fingers,(-4.860139640952835+0j)
impoor,(-4.860926447588131+0j)
Mariofoe,(-4.861413177293399+0j)
Crypt0,(-4.861579221902753+0j)
Freed,(-4.86615076171205+0j)
Uwu,(-4.866726905039795+0j)
Tammerath,(-4.8670834079370335+0j)
Nintrevdo,(-4.867834152387626+0j)
Ceruleon,(-4.868255201219135+0j)
Jfro,(-4.870098943529691+0j)
BigSalad,(-4.870381590446668+0j)
Suspense,(-4.871128341794767+0j)
Mako Tsunami,(-4.871988297912393+0j)
Pelipper,(-4.872902102268293+0j)
Frog,(-4.872949778212843+0j)
WeSkillNow,(-4.873157565065713+0j)
Hak,(-4.8731625240121375+0j)
Mambo,(-4.874281446676434+0j)
Professor Cedar,(-4.875310637071643+0j)
beachbum709,(-4.87736509469995+0j)
Lowercase hero,(-4.87956405633102+0j)
Mr. Success,(-4.87996686465446+0j)
Greenzo,(-4.880427039515595+0j)
Wonov,(-4.881469381822158+0j)
Big Daddy Cox,(-4.882504928345493+0j)
ultraviolet,(-4.882554686407188+0j)
Just John,(-4.884360228066885+0j)
Primo,(-4.886168594589155+0j)
MrCoolSponge,(-4.8862948349878295+0j)
Stoof,(-4.88945738638809+0j)
Limittzz,(-4.889457386388093+0j)
Dirty Dan,(-4.890102727024606+0j)
lukewilson,(-4.891443808922364+0j)
Latinofriend55,(-4.892596056387275+0j)
Tolbee,(-4.893988912504942+0j)
Noct,(-4.8943817010121675+0j)
Natsu,(-4.895795784529582+0j)
PiKA,(-4.8961594151977845+0j)
Lasagna,(-4.8968996174741575+0j)
KSquared,(-4.898400901943046+0j)
Neutral Start Productions,(-4.898933847706202+0j)
CJ,(-4.8993128198906435+0j)
Zioxiis,(-4.900837894579328+0j)
Here2Ball,(-4.90173569055614+0j)
Zia,(-4.903606695938196+0j)
Zonefox,(-4.904757405662422+0j)
mysticfedora,(-4.908418397513555+0j)
Smoke,(-4.909657021300097+0j)
meebius,(-4.909955374960981+0j)
Humble Dojo,(-4.910817015298933+0j)
Nectar,(-4.910926060736885+0j)
Jose Joestar,(-4.912782056687439+0j)
Simna ibn Sind,(-4.913894161145084+0j)
NeutronS,(-4.923459891150851+0j)
Himes,(-4.924783523114339+0j)
narwhal,(-4.926302973990012+0j)
Shockabrah,(-4.927953341765746+0j)
Monty,(-4.928279535606954+0j)
Fiskit,(-4.9293120839902596+0j)
Herbert,(-4.929667933541412+0j)
BlankDots,(-4.933230658401756+0j)
Jubei,(-4.933255777779301+0j)
hazy,(-4.933554289002344+0j)
Minteafresh,(-4.934376322570102+0j)
Cattywampus,(-4.935566068378097+0j)
Dusk,(-4.945509574521559+0j)
PotatoSol,(-4.945890641995048+0j)
BooRadl3y,(-4.947854473628271+0j)
IR,(-4.951102984289338+0j)
Lavender!,(-4.953151611024526+0j)
Abdi,(-4.954886496622278+0j)
BB,(-4.959092067416398+0j)
Coach,(-4.959407757757324+0j)
McRiddler,(-4.959419506398079+0j)
Kunderdog,(-4.961987428366225+0j)
Owl,(-4.962010201029237+0j)
Kipz,(-4.964363525335407+0j)
Gucky,(-4.965357341476259+0j)
Solomon,(-4.968552531387734+0j)
MrWednesday,(-4.969901099294443+0j)
Potahontas,(-4.971969648487535+0j)
Knuckle Jr,(-4.979313985030964+0j)
Limecat,(-4.98242132317503+0j)
Mushrooms,(-4.985710053239145+0j)
TheCrimsonBlur,(-4.988527927267494+0j)
DVD,(-4.989988632490784+0j)
ChibiMiharu,(-4.992101775790558+0j)
Prufr0ck,(-4.992482255222457+0j)
sharko,(-4.9943876905064+0j)
Ms.Minty,(-4.995167137052634+0j)
Knifeman,(-4.996987349123696+0j)
trades,(-4.998368816435638+0j)
wasd,(-4.998540043522894+0j)
smopup,(-5.002362260392793+0j)
banco,(-5.0052207113535285+0j)
JamJars,(-5.006980713660868+0j)
BIG GREEN,(-5.007379186235412+0j)
DylanNoPancakes,(-5.007652074567318+0j)
Nuccimain,(-5.008095327568998+0j)
Cloud7831,(-5.009086771269822+0j)
KT Soft D,(-5.010255534162101+0j)
Phalanx,(-5.0103922536541825+0j)
Syantuar,(-5.011021387339802+0j)
SolarBoy,(-5.0134131876894195+0j)
Lamp Salesman,(-5.018979821808067+0j)
Lomax,(-5.021162567011795+0j)
Loge,(-5.021259082613396+0j)
Askeladd,(-5.021679998022744+0j)
Might Still be at golf,(-5.022757657156477+0j)
Smooches,(-5.023872310755002+0j)
SonicCynics,(-5.026963074800675+0j)
Jayelectron,(-5.027436737245605+0j)
Mailbox,(-5.027773080041149+0j)
Pretzel,(-5.030028734658272+0j)
Unanimous,(-5.032485898173963+0j)
Genlife,(-5.032899024618935+0j)
Colony,(-5.033409179609573+0j)
FunBuffet,(-5.036213356679302+0j)
Wepeel,(-5.036849155605987+0j)
ilovebagelz,(-5.037925467557137+0j)
TimeChain,(-5.038040113231969+0j)
MOMMY,(-5.040221811984691+0j)
Declan,(-5.040467454838655+0j)
Abendrake,(-5.040885189104213+0j)
Dr. Booty,(-5.045773493001313+0j)
Weavle,(-5.046804965161686+0j)
paulkorean,(-5.046876799591566+0j)
Tripper,(-5.049576647123391+0j)
Harpo,(-5.052047884414572+0j)
Virus,(-5.052562846597521+0j)
Shiggy,(-5.057373674260569+0j)
Gregxry,(-5.057845136936323+0j)
PRZ,(-5.057971842667463+0j)
Logshot,(-5.0581400565185275+0j)
Peachy Keen,(-5.060195636455922+0j)
Saucy,(-5.060985041739851+0j)
hok,(-5.061620095239277+0j)
TheMonsterFromMunsteur,(-5.0645271747492995+0j)
Vladi,(-5.0652183600985+0j)
low,(-5.0666048971429944+0j)
B Rod,(-5.067466095740044+0j)
Phil Collins,(-5.067706397038572+0j)
Rato,(-5.067897411648982+0j)
hacob,(-5.068600682920211+0j)
Big Brother,(-5.070051246017735+0j)
Fidilduck,(-5.070390050459874+0j)
a horse who can drive,(-5.071833569818433+0j)
Nitchell,(-5.071985846724055+0j)
Paintdots,(-5.072028391994226+0j)
Dump,(-5.07227198685949+0j)
WIREDDEUS,(-5.072884817305547+0j)
Kaiju,(-5.074240220329607+0j)
A1-EX,(-5.0753938995136885+0j)
Twister,(-5.077509440457752+0j)
ShyDude,(-5.078631395841068+0j)
Savidge,(-5.079276399698083+0j)
Shika,(-5.079984656290635+0j)
Soleiyu,(-5.080071472931416+0j)
KimG,(-5.083802892979585+0j)
Greengogg,(-5.085473145115195+0j)
Dragoslav Kielbasovich,(-5.085747298955281+0j)
Junior Mints,(-5.087155160049093+0j)
CTN,(-5.08717559784996+0j)
HorseGirl420,(-5.087696406617216+0j)
0rangeSoda,(-5.088247838843706+0j)
Jawsome,(-5.090994254774134+0j)
Wendy,(-5.096336842062453+0j)
Sketch,(-5.0972023738253345+0j)
AlexanderB,(-5.098619142595129+0j)
Papa Pigs,(-5.09877794372511+0j)
stif,(-5.099330384450231+0j)
Bitfaced,(-5.102308542255357+0j)
Cody,(-5.102391797530098+0j)
ADR,(-5.102714528272708+0j)
fsmf,(-5.104321029883266+0j)
LokO,(-5.107761693650864+0j)
Young Mitch,(-5.108215646087102+0j)
Aeromiss,(-5.108386555074043+0j)
fero,(-5.108998854477453+0j)
Beer.,(-5.111971033157253+0j)
Friend,(-5.11436244313476+0j)
Pies,(-5.114646024681603+0j)
CDG,(-5.1162494026534535+0j)
Blux,(-5.117558301664193+0j)
Shin,(-5.120227194188438+0j)
Uvi,(-5.123073236319059+0j)
Dev,(-5.123073236319065+0j)
Saltine,(-5.123229632453872+0j)
NovaJoe23,(-5.126650100694558+0j)
HighImBatteriez,(-5.127111014112175+0j)
ouch,(-5.127854873851565+0j)
EatMoreRamen,(-5.129361025777842+0j)
mooboy,(-5.13025015079052+0j)
CalAmity,(-5.130820587111594+0j)
Fudgiclez,(-5.131574383214534+0j)
NAKO,(-5.134162311194899+0j)
Scrub,(-5.139347566673029+0j)
BunZ,(-5.141123488040333+0j)
Maui,(-5.142107446125274+0j)
MEAT,(-5.14221002486217+0j)
Sgt Nordenstein,(-5.143249622025243+0j)
DADY,(-5.1442676619026475+0j)
seadoggos,(-5.1445223174771275+0j)
LiLzPotato,(-5.144550098479882+0j)
boogbigmoney,(-5.144815680908302+0j)
SAMJA,(-5.146677135006113+0j)
Riko,(-5.147962378902692+0j)
SweetDee,(-5.14932171219859+0j)
Falkion,(-5.149368514591624+0j)
rissotto,(-5.151418178390172+0j)
Kielor,(-5.152000399430395+0j)
Chewiebacca2,(-5.152993036027931+0j)
74,(-5.152993036027931+0j)
JDOG,(-5.153558904208388+0j)
Photonic,(-5.153921987030776+0j)
Eon Wish,(-5.1541176347525015+0j)
askdfjlas,(-5.156698463059838+0j)
Hunk,(-5.156770787884847+0j)
aaronkaa,(-5.1582141229642735+0j)
BreadMaster,(-5.158214122964276+0j)
The_SuperiorTaste,(-5.159179860382388+0j)
AsianGamer5,(-5.160317026198328+0j)
Eriq,(-5.161243068245422+0j)
IMDRR,(-5.16147911214006+0j)
Six-Talez,(-5.162901484748853+0j)
WALLY WEST,(-5.163810744063911+0j)
Jet,(-5.16387414648252+0j)
Ajred,(-5.16401547395045+0j)
King Cobra,(-5.166533071332971+0j)
WalkinTalkinStephenHawkin,(-5.167923566778231+0j)
JWinks,(-5.1724526241458+0j)
Dom,(-5.177269516675068+0j)
Pino,(-5.17877643079339+0j)
Aztec,(-5.185325637781818+0j)
Axon,(-5.185768216143306+0j)
yehl,(-5.186371287019074+0j)
SwitchBae,(-5.187641393641329+0j)
HiFi,(-5.187674067926665+0j)
Hideo,(-5.190257432773339+0j)
Kreuz,(-5.193080805006863+0j)
XrevoX,(-5.193407809606737+0j)
Technocrow,(-5.19409189134814+0j)
Ramo,(-5.196530544119888+0j)
snoboarder,(-5.196865592417694+0j)
Valioes,(-5.200297919902658+0j)
dwhite,(-5.2003709187898135+0j)
Sketchy,(-5.201350018731308+0j)
Fleedle Deedle,(-5.2030473351422755+0j)
Maya<3,(-5.204448161784801+0j)
Boarder,(-5.205224677708071+0j)
ChaoticToast,(-5.205560779774323+0j)
StoobyGacks,(-5.206195911189566+0j)
Vertigo,(-5.213414996465151+0j)
Alex Goop,(-5.215760153811109+0j)
Kairyu,(-5.219153219131828+0j)
Icey,(-5.226045630753273+0j)
Mackcub,(-5.226677947700688+0j)
CutieCake,(-5.22796123755799+0j)
JET,(-5.230760625879924+0j)
Bitts,(-5.232015788160438+0j)
Bink,(-5.233145530040076+0j)
Prisev,(-5.237799688965542+0j)
Fauxhebro,(-5.238409500043865+0j)
MrHappy,(-5.241059853664463+0j)
Skeptic,(-5.241190193616653+0j)
PeanutSC,(-5.241320286138757+0j)
Russell,(-5.241710141403992+0j)
Nooch,(-5.242122744315084+0j)
Leon,(-5.242340427592081+0j)
Bandit,(-5.244627917425234+0j)
Dunka,(-5.247248370632862+0j)
Vaio,(-5.2493434958787555+0j)
TheNickCallan,(-5.250879102848535+0j)
Scraggus,(-5.251017352947634+0j)
Supergoomba,(-5.255017469353025+0j)
Osmics,(-5.255350522246861+0j)
Sanicola,(-5.257536614185685+0j)
Trandon,(-5.259013360473558+0j)
No Name,(-5.259053605032607+0j)
Ferrety,(-5.2597068279598895+0j)
Doughnut,(-5.262184343286959+0j)
AJ,(-5.2622734185848845+0j)
Wisdom Cookie,(-5.264044453862341+0j)
Joshie,(-5.268133747731914+0j)
Destinite,(-5.268332447127467+0j)
Mana,(-5.269437039588419+0j)
Horde,(-5.272663288326971+0j)
witness,(-5.275787829732453+0j)
KrumbCat,(-5.276753136042601+0j)
garlic,(-5.2775927171206005+0j)
SHTIG,(-5.279381023285864+0j)
Master J.J.,(-5.281673835943753+0j)
Captain G,(-5.283282639024861+0j)
Ozmomoso,(-5.2833076293725725+0j)
BoxMan,(-5.2833283407960785+0j)
parmesean,(-5.289747883092167+0j)
PikaPastor,(-5.297263804303522+0j)
Kleinster,(-5.297599938452866+0j)
YJET,(-5.29930344595172+0j)
CHEF,(-5.299687512230683+0j)
Weekend Dan,(-5.300651726942763+0j)
Kalands,(-5.304420332323035+0j)
Triple S,(-5.304736967582839+0j)
Norami,(-5.306046981196254+0j)
Graviti,(-5.309533373582874+0j)
Village Mascot,(-5.311531741627592+0j)
Protos,(-5.312065139193964+0j)
Leaf,(-5.314564982725795+0j)
NELL,(-5.315094478752128+0j)
SwansonJohnson,(-5.316286542986826+0j)
Hennessy,(-5.31688358090611+0j)
Biggius Schlongius,(-5.3168835809061115+0j)
S2E,(-5.3177439327336735+0j)
SaveAsUntitled,(-5.318819820680392+0j)
Droste,(-5.319443384779715+0j)
Cabbage-_-,(-5.319695783904733+0j)
Otah,(-5.320547374643373+0j)
Pink Guy,(-5.321273475745519+0j)
LostandFound,(-5.3226773763646245+0j)
Otter,(-5.326350713942581+0j)
gcf_,(-5.32790387242779+0j)
Ash,(-5.328771413497602+0j)
Pizza,(-5.328804876295431+0j)
OeOrman,(-5.329384292094973+0j)
Slippery Boi,(-5.3296895697986795+0j)
JJX,(-5.329689569798681+0j)
OOPP,(-5.330464048671458+0j)
Cthulhu,(-5.33127708954056+0j)
STAFI,(-5.331409432678206+0j)
Arcanus,(-5.334372938759684+0j)
jumboSHRIMPS,(-5.335205027759576+0j)
RoBoat,(-5.336358021696819+0j)
Miles,(-5.336817039051148+0j)
Chiro,(-5.33715823643999+0j)
meredith,(-5.338407770934477+0j)
Xnylhsa,(-5.338734764380016+0j)
Mocha,(-5.341421513109853+0j)
Eigen,(-5.343101148532051+0j)
Sent,(-5.343816477228168+0j)
Carl,(-5.344645306728001+0j)
Jett,(-5.347817593376335+0j)
Shlx,(-5.355919177073577+0j)
W33DMasterSexay,(-5.358925339407873+0j)
Failuyr,(-5.359654406414685+0j)
Mike,(-5.359879494038039+0j)
draconicon,(-5.360806500715826+0j)
Pork,(-5.364733167738192+0j)
Jell0,(-5.368633262173713+0j)
The_Gut_Smasher,(-5.371393824183805+0j)
TYBG,(-5.371507672002141+0j)
Shafournee,(-5.372830800596069+0j)
Oops‽,(-5.374347962125376+0j)
BeefLingerie,(-5.374541427896096+0j)
rosegold,(-5.374841590248599+0j)
DJ,(-5.376757268960519+0j)
HelpMeHerbDean,(-5.3782314832407945+0j)
Yarfy,(-5.378231483240796+0j)
$wank,(-5.380762573731008+0j)
Park,(-5.382274293047418+0j)
Isildur1,(-5.382751496063284+0j)
rickey_kc,(-5.382902737536635+0j)
Pulch,(-5.3839572910141325+0j)
Twizz,(-5.384017391280557+0j)
Sparkilukles,(-5.385194957310801+0j)
TrainerSam,(-5.387373418311018+0j)
Slick,(-5.389375184246857+0j)
Imax,(-5.390829361530997+0j)
mumzy,(-5.391361193992138+0j)
The Big Kahuna,(-5.39189565217101+0j)
Reivax,(-5.391921063322627+0j)
IsumiTora,(-5.3934287254449655+0j)
Vile,(-5.39381352982666+0j)
BEEBZ,(-5.3957880158408855+0j)
Meatsauce,(-5.398518921153966+0j)
Chocojo,(-5.401868334249089+0j)
Duo,(-5.403251486701297+0j)
Skytrip,(-5.403771393453854+0j)
FREED00M,(-5.404499651965301+0j)
Just Jason,(-5.406235406252819+0j)
Wutup,(-5.409571557266922+0j)
Nalla,(-5.414144047603559+0j)
Fragems,(-5.414552605238694+0j)
drnt,(-5.41671986182428+0j)
Myster-e,(-5.417536754838559+0j)
Twig,(-5.418792925343516+0j)
influenza,(-5.419018527140441+0j)
kingkiller,(-5.419030058504903+0j)
ShredderN64,(-5.419357891119279+0j)
Coda,(-5.420175321944448+0j)
doome,(-5.421413889471822+0j)
PAB,(-5.422957737935489+0j)
Tequila,(-5.426343222564096+0j)
Van,(-5.4299580047186025+0j)
Hansël,(-5.432254183634105+0j)
Sashagrey Uchiha,(-5.432907760505853+0j)
YUNG YASH,(-5.434775727795428+0j)
Turtles,(-5.43566668646214+0j)
NaeViv,(-5.436144506463725+0j)
Guru,(-5.436390854653926+0j)
DarkMeat,(-5.439303632588208+0j)
Jefé,(-5.441649285748628+0j)
Ethaaaan,(-5.445340899273906+0j)
Vitek,(-5.446773955387205+0j)
NickTHICC,(-5.454042928879635+0j)
D-Mac,(-5.45754935532612+0j)
Peridot,(-5.459898060398977+0j)
Gumble,(-5.46289407307866+0j)
Borchmore,(-5.466763316255092+0j)
Bud McChud,(-5.469738508705277+0j)
Saber,(-5.470862873235395+0j)
Doop,(-5.472315324469621+0j)
Elly,(-5.4749316454864445+0j)
DeSleeper,(-5.476022478572888+0j)
pwaves13,(-5.481663616178137+0j)
RosiYY,(-5.485112457553482+0j)
Manu,(-5.485449452132409+0j)
Kamar,(-5.486506760710972+0j)
Fr0d3y,(-5.49084516521007+0j)
Jsandhar,(-5.490865320335296+0j)
Munas,(-5.497278481782069+0j)
xZeek,(-5.49727848178207+0j)
DrewNG,(-5.497296191582913+0j)
EmceeCurtis,(-5.497907225191108+0j)
Ghanima,(-5.501145254257815+0j)
Kain,(-5.504474050654073+0j)
Nabi,(-5.510124263765603+0j)
Dudewithgames,(-5.5109989285771+0j)
p$CHMONEY,(-5.512388479166129+0j)
Zant,(-5.514041274156552+0j)
HTHG,(-5.516077951102098+0j)
BackwardsGod,(-5.516451135024678+0j)
Mechal,(-5.518212603993455+0j)
Tacoshack,(-5.518646661282703+0j)
Grizz,(-5.519425886304401+0j)
Gorx,(-5.520460821928383+0j)
NANI,(-5.521354498520118+0j)
JelloGelatin,(-5.521354498520122+0j)
AOC3,(-5.522236230382098+0j)
Hooplah,(-5.52778017854416+0j)
Timepilotchkn,(-5.531321374840342+0j)
MOOCH,(-5.533295114969573+0j)
Hunter,(-5.535068076259137+0j)
Dingus,(-5.536124703165813+0j)
Dirtboy,(-5.542344521261295+0j)
GoldenMoon,(-5.549516982073918+0j)
Exposed,(-5.549631680478392+0j)
Beelzecat,(-5.550800394282955+0j)
Logo,(-5.550973880120136+0j)
Nex,(-5.552366868550818+0j)
MAGS,(-5.553059158172836+0j)
yo,(-5.555929215163949+0j)
Doctor Hu,(-5.556218696887887+0j)
catsaur,(-5.559744211979357+0j)
Jay_Gunnin',(-5.569178066128161+0j)
ben solo,(-5.571424333396809+0j)
Alfster,(-5.571745982286017+0j)
Blessed,(-5.572836259670575+0j)
McChunga,(-5.5775021775885865+0j)
Chummi,(-5.583024066940032+0j)
Sock,(-5.590311394176359+0j)
iWater,(-5.592216132078039+0j)
StarrySkye,(-5.595488009409418+0j)
Quang,(-5.60178946378695+0j)
Geuser,(-5.602061273782382+0j)
Cyril,(-5.605600845774104+0j)
Durspell,(-5.607474339742438+0j)
Lennox,(-5.608560452774665+0j)
Chuck Storm,(-5.610643514111169+0j)
Slushii,(-5.610653638281828+0j)
mongie,(-5.612290436416588+0j)
xBombae,(-5.612880537876625+0j)
Chubs,(-5.613459583611064+0j)
FaNg,(-5.6139406630424284+0j)
KNob,(-5.614474878612684+0j)
Ulter,(-5.615622603199313+0j)
AbsoluteBoard,(-5.620663455392545+0j)
Cyphr,(-5.621223532663771+0j)
Dole,(-5.624183259979135+0j)
Creedz,(-5.62573073719594+0j)
Racos,(-5.632235608990883+0j)
Dot,(-5.632891230358654+0j)
Zedy,(-5.638294986086873+0j)
PandemicPotato,(-5.638389189273208+0j)
Astrod1rt,(-5.645908707250585+0j)
j,(-5.646764560520735+0j)
Mr.Handy,(-5.64855952117624+0j)
Ravioli Ravioli,(-5.649048205689286+0j)
Comfortableechoes,(-5.649473419878389+0j)
Pillar Monkey,(-5.6506748476111195+0j)
Salad,(-5.651914346818527+0j)
zxThunder,(-5.655304496696418+0j)
McLightning,(-5.657321381611001+0j)
noodle,(-5.659252399131457+0j)
KX2,(-5.659894098339435+0j)
TimSin,(-5.663653664300286+0j)
Raiins-,(-5.664468198149813+0j)
Trance,(-5.665731217928354+0j)
Yaer,(-5.6676310991564245+0j)
Saint Pepsi,(-5.6695180339711015+0j)
N0va,(-5.670099244066064+0j)
SwartzKing,(-5.671660849002643+0j)
