,0
FruitPunch,-3.898511467
Ura,-3.905695919
slickah,-3.910191472
Dovienya,-3.913324484
Faff,-3.913592452
zboo13,-3.913653988
Captain Fulcrum,-3.918699695
Intern,-3.918744486
Slemdog,-3.920350462
Babich,-3.921113046
Jkiller,-3.921681534
Ruin,-3.923299163
Pale Chub,-3.923636293
EGChubbs,-3.929434249
Jace,-3.930728015
erpele,-3.937733197
thomas (THOM#706),-3.939692432
Wendy,-3.9433191
Quang,-3.944706621
Empiron,-3.950953738
Zel,-3.952936892
Tangie,-3.953240309
iWater,-3.954414897
Pudge,-3.955924831
Manu,-3.956043816
Battery,-3.958242493
Robin,-3.96100148
JamVad,-3.967362084
Anussap,-3.968920344
Mishun,-3.971271736
OT Eric,-3.97210172
Listen Here,-3.973803821
Dolf,-3.973919972
Nago,-3.976348916
Goldmember,-3.977573149
drnt,-3.978053855
Quasar Joe,-3.980841243
Leeroy,-3.987513461
Summate,-3.988309925
B0rtzy,-3.992133198
JetFall,-3.994926623
Delim,-3.995605147
Digital RE,-3.999105858
Weekend Dan,-4.002640891
Lotfy,-4.010159729
TLC,-4.011173758
DannyPhantom,-4.011258254
Burnin Taco,-4.012561852
lotus,-4.013616855
Hai-me,-4.017978624
$tijn,-4.020166636
Swasted,-4.026639577
Sonicist,-4.027399182
Baja,-4.029792943
Bux_Baum,-4.030306494
Tristan Taylor,-4.031592223
Hyrax,-4.033516409
PPXD,-4.033555323
Beastly Bad,-4.037650346
Lil GameCube Controller,-4.039186284
Clackers,-4.039983791
flieskiller,-4.039992166
LazyyySloth,-4.040463311
NOVIK,-4.042141817
KroKo,-4.0423975
JuicyPlayZ,-4.047626808
TzD,-4.053308651
Khalil_,-4.056586971
Cg1101,-4.059975135
Espi,-4.061131578
antacumbo,-4.061213715
Soulless Man,-4.061970447
Icy,-4.062662729
Shreke,-4.062817274
Jay_Gunnin',-4.066957229
Danubi,-4.067828987
Windje,-4.069548845
Karma,-4.071848149
lichee,-4.074998282
TSB,-4.077898629
Grim Shady,-4.078112743
rain,-4.080923346
Metal Fingers,-4.082330614
WinterShorts,-4.089656174
RaptorJesus,-4.092171028
Raaph,-4.092705825
superAeneas,-4.092766545
Hod,-4.094487731
Piramid,-4.097198369
MDK,-4.10277526
Sanne,-4.10666066
Moss,-4.111351586
ReynoldsWrap,-4.112317034
Midnight Blue,-4.114089064
Tokage,-4.124019696
Agave,-4.128825899
Cmaddz,-4.128928136
Kramer,-4.129306108
Krusty Kurt,-4.131320695
Frayzer,-4.134275095
YKK,-4.134275095
Doublecork,-4.134804972
Draykin,-4.139064414
GROZA,-4.140806001
Sicca,-4.144446783
Dru2,-4.146089893
Cereal,-4.155298945
Aaron G,-4.1575581
Trash,-4.158367269
BP,-4.158703927
yuk,-4.161807768
PsyRex,-4.165290045
Cookin',-4.167544933
Mikkuz,-4.167808192
Rapatika,-4.168543272
Conman,-4.170692809
Kerp,-4.172068005
Yuse,-4.177608645
MarbleBlaster,-4.181293298
beachbum709,-4.182575851
LocoElephante,-4.187879764
Kneel,-4.189660306
E.C,-4.192526552
Funke Master Flex,-4.193567232
Kneezus,-4.193746252
J Button,-4.196318447
Ragnite,-4.198085078
mario man,-4.1992426
G-Dub,-4.201005438
Weeg,-4.202420995
Juggleguy,-4.202456052
null,-4.203523832
Dobby,-4.204500799
Flinzul,-4.20981475
Rambo Nanny,-4.211964078
Flonominal,-4.212044281
philmane,-4.220580687
What.,-4.223111584
Brando550,-4.223176703
Gnasher,-4.225350918
Skoinks,-4.227032557
TC,-4.228199756
SGOD,-4.229712624
B.O.T.,-4.230497394
DustDevil,-4.231322586
Will Pickles,-4.23170617
DAD,-4.232516361
arigato,-4.232730012
StealthyPanda,-4.233446387
captaincrazy,-4.23672214
Ghost_Missingno,-4.237504328
Kairyu,-4.238084747
Specs,-4.243652854
Stonified,-4.243652854
Stefen,-4.244137835
SweetDee,-4.248252864
Prince F. Abu,-4.252651526
Vampire,-4.255667338
ZDeztroyerz,-4.256738989
brushhguy,-4.258171726
Soda,-4.260630577
Symphony,-4.26133903
le trollface. Problem??,-4.26534482
Sneker,-4.265372857
DShi,-4.26588661
Kang,-4.272016727
SEB,-4.2768791
Galand,-4.282249808
Boin,-4.283393489
Mrpoopee,-4.285883453
Macks,-4.286464733
Your Butt,-4.289921939
Surfero,-4.292452046
jaaj,-4.298919516
Empale,-4.302235687
bo1,-4.303231988
Synchr0,-4.30473023
Puresalt,-4.307944104
Ice,-4.308859741
Breffex,-4.310060118
Ninwa,-4.310268179
Unoriginal,-4.311783212
Griffin52,-4.313694632
Aiya,-4.32109636
Just Nate,-4.321148437
compa,-4.322893569
Brutalist Buttplug,-4.33033186
Q?,-4.334304269
SLPham,-4.339622277
Thallsy,-4.345655106
Sazz?,-4.345849278
Prism,-4.346903086
Triffle,-4.348416338
Gibbs,-4.349644272
BirdyBirds,-4.349835145
esoterics,-4.354114602
Challenger Charles,-4.357862943
AKHidden,-4.360424559
GuessMonster,-4.36364099
Quismet,-4.363869767
ZeeBee,-4.36722393
Poonpounder,-4.373774077
Ogie,-4.375619472
Trev,-4.378187852
KickboxingBanana,-4.379551729
mgmg,-4.380328388
Hot Dog Harold,-4.380819501
YamHam,-4.381280616
lexicon,-4.3875582
inzane,-4.388659259
Average Joe,-4.393435915
F4X,-4.39803771
Suck,-4.407102712
KoopaTroopa895,-4.40853132
Cheddar,-4.409677442
Pink Guy,-4.411622228
Summers,-4.418598739
Rhythm,-4.419163485
Applesauce,-4.420049109
MOMMY,-4.425031113
Gumble,-4.425783113
Lokemer,-4.432436675
JAKAT,-4.432950636
Khalas,-4.433675662
RedLime,-4.434825374
Keppler,-4.438852537
Jolf,-4.444310278
Logos,-4.444352555
DJAP,-4.453071191
ItsBoots,-4.453319607
Fishboi,-4.455353537
Papa,-4.456286484
MojitoMonday,-4.457425565
Tickct,-4.459943523
PlayerPlave,-4.465006571
Phalanx,-4.466272866
Trashboat,-4.46633888
Soma,-4.466875769
Croc,-4.467665673
Bungwipe,-4.468668135
Digitalism,-4.469228872
Romulus,-4.469883165
Justin,-4.471670325
Wheels,-4.471899059
Lo1ts,-4.472947206
Stark,-4.473771269
Bund,-4.474529476
Jimothy,-4.475903087
Bachelor,-4.476296726
Sinage,-4.477969861
Jajo,-4.490940277
Fitzy,-4.49346622
Y2K,-4.49507103
rolo,-4.495768221
bSM,-4.498722219
robi,-4.502557023
st0rmetom,-4.503499785
Chuck Storm,-4.50400612
Froopus,-4.510694762
Phish,-4.518184341
boyo,-4.519135287
FakeSnakeJake,-4.5228572
Breakfast,-4.525016492
Lady C,-4.525280924
Galeblaze,-4.529670873
Huckleberry Dog,-4.531728834
MexRay,-4.532220675
CPU,-4.536235676
Chainsaww,-4.536260197
Simètric,-4.538848473
Kirkas,-4.539742216
Dan,-4.543165837
TWENTE,-4.544807323
AlphaPancake,-4.547673829
Shrip,-4.550455037
Ragtime Mouse,-4.551455495
FMB5k,-4.551520398
OrangeDog,-4.564756452
fluff,-4.574133427
u4em,-4.574730334
Wolven,-4.578761219
StoneyB,-4.584546342
Orangeforce,-4.584835227
Adam001,-4.585261607
roythecyclops,-4.587983133
Gunhaver,-4.590602582
Satiriques,-4.60438292
Pineapple,-4.605162921
Devilmaycats,-4.605594036
JJive,-4.605824228
Rato,-4.608404328
Skyreon,-4.61060624
Johnny2Fingerz,-4.610636718
Kush,-4.611136986
BNMN,-4.611877857
Hipot,-4.61227656
s2b,-4.61438564
CDG,-4.614711444
Elu,-4.619314008
BucketDance,-4.622238804
wildpants,-4.625559974
Alex19,-4.630727589
SpiritGun,-4.631396941
roygbiv,-4.632498966
Ryztiq,-4.633899286
wangmanthewang,-4.634957838
DunkunDonuts,-4.636639848
BlazinJace,-4.638844401
Composer,-4.638960312
Pretty,-4.639474182
Parts,-4.640931216
TravisT,-4.642464634
sudo,-4.644360006
Zunguri,-4.644699113
High-C,-4.645897161
unlimitedd,-4.649413063
Acid,-4.651342641
Kobe,-4.652242212
Teddy,-4.652684295
SHIP,-4.65351281
Ferdinand,-4.653952238
Belle,-4.660207889
Log,-4.66528367
Zhulong,-4.668675542
Spaghett,-4.675571312
BackwardsGod,-4.67716135
punk padre,-4.679168465
Ryuu,-4.693390914
Hydrodynamic,-4.693946925
tketle,-4.697754683
OZone,-4.697981844
Smooshie,-4.698615244
Tim,-4.704274336
Gride,-4.711187549
TMGD,-4.712826551
$tik,-4.715914742
Plat,-4.717539409
Nurk,-4.71802698
Flyr,-4.72621978
DamFam,-4.727736657
Star,-4.728054069
Shardz,-4.732814463
SpoonBalloon,-4.734263647
Brokkoly,-4.739409
Dook,-4.739945502
FizzyIzzy,-4.745353058
Parzival,-4.753557022
Love Park,-4.754314528
Cough,-4.759789864
TsunamiGod77,-4.762367268
Yung Hawkim,-4.765576206
Travy,-4.7662406
Daveed,-4.766474028
Chaler,-4.770781353
Klob,-4.771376311
frei,-4.772772116
Nasser,-4.777523678
soap,-4.778991359
Nuhuh,-4.781680599
codeman,-4.784711768
Dilviko,-4.785788817
DownSmasher,-4.787769222
Triple3eres,-4.791991904
Voyager,-4.79553242
Ricc,-4.798725566
LuigiGoesHard69,-4.801135907
Bingo Bango,-4.80293121
Cowie,-4.803889997
HAYES,-4.813107723
iProuxy,-4.815128875
Kaiser-GL,-4.815239596
zMiizu,-4.819200535
Sereb,-4.823228287
Gilgadu,-4.825577826
Mightily,-4.827771099
Xan,-4.829205552
Yoda Cage,-4.834555794
Yorgo,-4.838322336
Lama,-4.839444696
Tezlik,-4.84232943
weeaboo,-4.84499763
Eyes,-4.845978544
Mr. Swords Dance,-4.847205738
Mayor,-4.851598652
Jake from State Farm,-4.859797914
MC,-4.859998068
ctrl,-4.860661172
Tengu,-4.864267167
BadBones,-4.870841509
Egsid,-4.870921402
big nine,-4.876953782
Pabs,-4.877276464
HingleMcCringleBerry,-4.877474638
EGF,-4.880879807
zerobombjake,-4.88264462
Red,-4.891585045
Ninten,-4.894992995
Scal,-4.895963246
X-Rey,-4.898654401
Osmics,-4.915296479
FMD,-4.916436675
Zomsoth,-4.917452114
Khan,-4.91755148
Mave,-4.920410905
Abe,-4.921305661
BucketS,-4.923550068
PlaceboRx,-4.924990797
Nopfed,-4.931632953
Grape Juice,-4.933967171
SpongeBalls SquareNuts,-4.934798428
Victawr,-4.940985147
helloiamnew,-4.94210087
Shed,-4.943058362
meleesadposts,-4.945866229
Mind,-4.950730168
WARDOG141,-4.952053561
COLLINS!,-4.962872005
Paige,-4.963681333
Fist Mexico,-4.964507142
diyuu,-4.964755808
The March Hare,-4.96706122
MajinChu,-4.968240515
viceroi93,-4.973058887
Mai Time,-4.976904034
Yukari,-4.977790302
Kiwi,-4.979624333
Diesel+,-4.979641236
Zipp,-4.981663916
Bot Lane Jeff,-4.984858161
Shin,-4.9852728
Chili,-4.991566549
FannyPack,-4.992794303
akir,-4.996415137
Cyric,-5.00038363
RAFADIL,-5.003522849
contra,-5.004638186
Salt,-5.010425026
Currypuffs,-5.013520539
Krizski,-5.013851974
JD,-5.020735757
Wesker,-5.021125611
SypherPhoenix,-5.02281364
Bax,-5.023384016
Zanerad,-5.023859194
bung,-5.023870991
Conflict,-5.029675109
Abb,-5.030919437
JFK Healthworld,-5.034882755
Der_Hund,-5.042087977
HYPERS,-5.044727145
jubby,-5.050488137
reBirth,-5.050955035
Pearl,-5.054109189
Spokey,-5.055690355
Chiro,-5.058276793
Stuffy,-5.060224612
C-bass,-5.063507505
Mad Matt,-5.065539489
SSJ2Luigi,-5.066693835
FatMax,-5.071943088
Niffin,-5.072460849
shmugs,-5.073788409
Dirtrats,-5.075889455
Pink Moon,-5.078200251
GhostHeart,-5.080020686
N8,-5.080237109
Darksilence,-5.081352657
Vanilla,-5.085893768
Coze,-5.086162905
Snorlaxative,-5.093596587
SwarmEngine,-5.096114703
Nomad,-5.097015349
Ame,-5.107235777
Ponkapa,-5.10734765
VrudSSBM,-5.108325554
"Jonny ""Gumball"" Gamble",-5.112549605
Spitz,-5.117066543
TheKitchenTable,-5.118352408
leafey,-5.121910259
citrus,-5.122354238
Soft Serve,-5.124945128
Rhan,-5.126297959
Trill Jake,-5.127261855
surf's up. hail satan.,-5.129488728
SkyBTA,-5.131112904
John Lemon,-5.131471631
bye14,-5.131596472
Vickram,-5.133688229
Austintacious,-5.13711183
Van,-5.138332909
pogan,-5.14229229
Who Farted East Milton,-5.142909727
Bow,-5.148460991
TheRealJDawgz,-5.149832869
SourMelon,-5.151127457
Swaggermuffin,-5.15163999
Snoopyace,-5.152799282
moonlimes,-5.162018137
BriBri,-5.164157072
mote,-5.166260943
SMLZGOOD,-5.169058045
Kitty,-5.171270432
BBMD,-5.172153576
Swervenights,-5.172213285
MilkMan,-5.173299716
Bombogi,-5.173626819
theMerman,-5.178556141
KrumbCat,-5.178628137
Odyssey,-5.179299996
Blueno,-5.180494869
Just Putin' Luke,-5.180956728
Therunkle,-5.185003075
Killer Queen,-5.185893317
AmZ,-5.186560082
Chaos,-5.186624563
Dunka,-5.189092855
2,-5.192671974
Nap Time,-5.20100061
Larfen,-5.20160776
Moses,-5.205763375
Higgins,-5.214414359
Tornado Man,-5.215354646
SilenceGhost,-5.223906354
Moose,-5.227183199
aml,-5.227984034
Octopuff,-5.229044623
Jaded,-5.236174681
Lank,-5.23780594
Lyr,-5.238121859
Shogun,-5.246875588
Zabder,-5.255105446
Gare,-5.255743917
Seiozi,-5.256375131
n3zModGod,-5.256961245
Ravioli Ravioli,-5.266008773
TheFrostyNinja,-5.272387689
zapwad,-5.273398596
Chu12ch,-5.273766935
BigDaddyD,-5.274673666
Fizz,-5.277309241
Fish,-5.280661785
Zeeop,-5.280796861
simonlimon,-5.285303763
Hyperslurpie,-5.286635821
Verde,-5.292609902
Symptomized,-5.29464499
The Wanderer,-5.297414447
Mr. O,-5.302254627
BIG AL,-5.308225216
parad01x,-5.311225184
Jimbo,-5.314456068
Jedi,-5.331205931
MYL,-5.332489185
FMAX,-5.338265603
WEEG,-5.340501373
Marko,-5.343394131
Salieri,-5.352602096
Pout,-5.352789105
Qu'importe,-5.362252618
Vest,-5.363058728
Elise,-5.371729738
AUTM,-5.372977418
Baron,-5.375856578
Groovy,-5.376379167
Genwunner,-5.377371138
Winmil,-5.377506687
NUTMAN,-5.377796529
DD,-5.380548271
This1sPink,-5.386299538
Minivan Kid,-5.391188253
Krakhead,-5.391397125
Suezo,-5.393894784
ledgefiend,-5.407166256
@xX_po0p_master_520_Xx,-5.417725107
stevedode,-5.418147103
Reverend,-5.428861821
Suburban Satan,-5.436176833
Iceberg,-5.436684261
HeRO,-5.440546356
Corgi,-5.441130038
Burner,-5.447573326
Zoxre,-5.450211618
Qwack,-5.453381368
Ventuswill,-5.455778362
Maya<3,-5.456929009
Infinity,-5.457253341
Turles,-5.465942041
william trong,-5.466477183
Nasty,-5.468387805
Maelstrom,-5.473390622
big mike,-5.473831064
Cloakes,-5.477831353
Woody Woo,-5.477912371
Skrad,-5.479415368
DBSammy,-5.483499745
Ness?,-5.488694799
Picky,-5.489717609
loub,-5.493633413
Kurben,-5.494478239
Soap,-5.500134934
Shameless,-5.506338029
THuGz,-5.522634732
lifepoints,-5.523717916
LXIX,-5.53063047
.sibe,-5.552643741
Wolff,-5.553705318
PeachIcedT,-5.559736168
Lobotomy,-5.561069915
Superdice2,-5.562733083
Xaudio,-5.564672623
Wohlgey,-5.570407591
B Rod,-5.578265087
Nigo,-5.582468955
Eon,-5.5829035
Rebel Scum,-5.588394558
Graddy,-5.589124882
Mae,-5.594959958
z0na,-5.59574916
Schoolboy,-5.598641087
Dr.Turnup,-5.602046348
Nerin,-5.603329635
Duby,-5.610477106
Raptor,-5.6112158
Deltido,-5.617950927
Morbellix,-5.627753905
Leor,-5.637580381
Boringman,-5.639420896
Howdy,-5.643185162
MaxThunder,-5.647835789
BigTimeRush,-5.648943029
FayJ,-5.650865148
Occi,-5.652829231
Don,-5.66344394
Elliot,-5.666551869
Sneak,-5.673687674
AGenericName,-5.675111143
Messi,-5.67897419
Protagonist,-5.67936198
Sc00p,-5.688555252
Dair,-5.690748608
Boy,-5.692254877
Phantonius,-5.708502131
Nato,-5.709797243
ktip,-5.716376407
swim224,-5.716544337
Hulka,-5.718280133
BadaBing,-5.72093423
Vitamix,-5.727037708
Cco,-5.730245127
Felix,-5.733855768
Maybe,-5.735724269
Propuppie,-5.735821441
Cadabra,-5.741920518
Bobalu,-5.745485938
MachoMessiah,-5.745674198
MyNameIsDeku,-5.754424783
Knux,-5.765100821
Bean,-5.765440023
Preeminent,-5.77419523
Char,-5.774735492
vikingja,-5.775103027
Kappa,-5.781654682
KennyLee,-5.782747524
Umbra,-5.785245968
On Der Eh,-5.787236447
Naxx,-5.787453827
Qerb,-5.790685029
Darling,-5.791711032
Parabola,-5.791800342
Maxican,-5.799371711
Ensindic,-5.800674651
Chrispy,-5.805640406
Butt Zone,-5.810214505
VoiD,-5.813645564
Lex,-5.815513499
Sleeper,-5.816055003
Vino,-5.818625785
Psytomo,-5.82042607
Roo,-5.823879756
YoungRoddy,-5.824900937
Arctic,-5.831503799
Shake_zula,-5.831751136
Hemp,-5.835787077
JemZ,-5.836766537
Cricket,-5.836875876
Beryl,-5.83710821
Slik,-5.840908229
Mew2Kid,-5.850526245
Yankee,-5.856657258
Blaze,-5.860640516
2 D X X,-5.87109329
R2,-5.871903138
JUB,-5.876716637
Fruitality,-5.877510734
Snooflakes,-5.877553133
bobby nutsack,-5.879425657
JohnnyBahama,-5.885945955
Beckett,-5.889466654
Nekuwafers,-5.896130079
Dutch_scorpion|D1s6,-5.901473812
Fultilt,-5.90332135
Fez,-5.904198166
fateof,-5.904819812
PYR,-5.909539997
jakpox,-5.913806687
Raptormoses,-5.917154074
mist,-5.919562728
2B,-5.920327136
Disrespect0r,-5.920486152
NEON,-5.921489384
Jeo,-5.924972084
Visk,-5.925437471
WeissClimbers,-5.927217252
Beer.,-5.936575224
Viz,-5.942566792
Splendid,-5.943194602
Astrus,-5.943349281
Sap,-5.947829739
MEAT,-5.947883167
Lando,-5.952049827
Shoe,-5.952403425
Paper Tiger,-5.958161917
Toast,-5.958707222
Palika,-5.965920605
Double A Battery,-5.970698169
Krbay,-5.972979729
RiflePlum,-5.974020227
Mediflect,-5.982342909
Stuck In A Plate,-5.986645926
Vitro,-5.987162121
Haupp,-5.987172104
Pook,-5.98720299
Webwipe,-5.995034404
Federer,-5.997810115
Ding,-6.000407546
Unruly,-6.002854348
Sonpar,-6.008724409
Molli,-6.017969451
Smashdaddy,-6.024500852
unagi,-6.024894869
Logshot,-6.03723342
L$D,-6.039991023
CEG,-6.045706951
Airking,-6.051067581
V$,-6.058315858
Kull,-6.06705974
LiLMark0,-6.067150635
ThStardust,-6.07600282
Zatch,-6.093454434
Lix,-6.103192033
Stanley,-6.103881974
Votega,-6.107851025
Swiss,-6.108389567
MaddMat,-6.109286401
Cade,-6.116434327
FredOG,-6.123112633
Ahung,-6.129887685
bottomfragger,-6.132946073
BUDA,-6.133135229
Lunat1k,-6.135516572
jakub,-6.138201347
Milkshake,-6.146744568
Papadav3,-6.147827809
TheMexFactor,-6.148081385
Daladex,-6.154115323
JMCTosh,-6.162510285
~20%,-6.169018727
Raziel,-6.173620342
Sadderall,-6.17447435
Tangent,-6.174475457
Babycakes,-6.178439154
Penicillin Krillin,-6.180359419
Bizzarro Flame,-6.181925435
Buzz Oh,-6.183467975
DvD,-6.190130767
SP05ER,-6.19084589
pootis,-6.190999765
PornAddict McGee,-6.193273701
C#,-6.205500866
Stenger,-6.207143837
wonderrbread,-6.208040115
Rubica,-6.209789267
noChill,-6.211199073
Laser,-6.21429522
Revali,-6.216207204
YokaiNels,-6.217875839
Ridley,-6.224005472
Free,-6.230450419
Coda,-6.239176602
SALZ,-6.240509854
SoY LoRoCo,-6.254792416
Haram,-6.256970051
Toffee,-6.25953296
Yair,-6.265829101
Cringer,-6.273464561
Solus,-6.27361653
SoupInMyPot,-6.275251673
AceCraze,-6.275481297
Perfect Sunset,-6.276512912
Troy,-6.276912626
Bulldoze,-6.286639318
Phemto,-6.288398425
rackugou,-6.291310629
Supersponge,-6.29416941
Yee,-6.306875172
Soonsay,-6.311016536
Arty,-6.320243996
Dirty Dave,-6.321843655
El niño,-6.328530429
helm,-6.329365311
Radi0active Ju1ce,-6.332379799
Fishy561,-6.342020393
Das junge Gesetz,-6.346153082
Nitro,-6.366311647
Pyrrhic,-6.368265633
Sloppy McFloppy,-6.374618543
Ford$,-6.377400565
FrischErnte,-6.382658505
Zambreezi,-6.385228706
Erik,-6.403090747
Royal,-6.404524291
VTS,-6.412891727
Leftovers,-6.413532177
booty blast warrior,-6.415475446
Ruse,-6.415536881
epengu,-6.420126584
JT_Blossom,-6.432556523
Jin,-6.439540346
RCHelicoptr,-6.440371138
Dimension,-6.446736983
Randy Butternubs,-6.451542563
Pyro,-6.459403121
Bobo,-6.460999323
Act,-6.461555301
Tea TIme,-6.463049497
pregnantand16,-6.472192569
Poseidon,-6.474900747
bye11,-6.479256508
freeswat,-6.490202909
Wotchi,-6.490802086
Spaz,-6.491820146
Bye3,-6.497645528
Kuya,-6.500446008
Krokoza,-6.502159901
Dboy,-6.504757487
Aeremox,-6.505166965
Strumstar,-6.506853226
Question,-6.50955494
septy,-6.512258431
Gree,-6.51275394
ItsDad,-6.516423448
Atlas,-6.522147614
[slamwich],-6.526560892
Jeff Chen,-6.532131598
carmo,-6.532450505
Wulfgang,-6.536488169
Gleason,-6.54097356
Jak,-6.546240052
Zero Skilled Spamus,-6.559985021
Christos,-6.562011999
Fern,-6.598263308
Bryce,-6.621898505
Gaurav,-6.6355343
BlueBuster,-6.637639229
Toodaladoo,-6.637880495
Klin,-6.643879921
STaCk MoNEy Ian,-6.64784661
SleepyPsyduck,-6.65648726
Yarfy,-6.658347228
Kaptinkillem,-6.665463084
Badger,-6.665853948
Goob,-6.66850362
Mounir,-6.674330697
Garborator,-6.675860506
Luke Romeo,-6.6856686
Wattson,-6.692840282
Ivayne,-6.699816984
Hunter,-6.703666036
charmizelle,-6.704091869
Cheesychinchilla,-6.704154707
Kayhro,-6.705298799
Venom Turtle,-6.7173129
Maher,-6.726718224
Niek,-6.734419418
Marthmallow,-6.734440925
denec,-6.74452485
Pocket,-6.746581375
Anvil,-6.753942075
Aiakos,-6.760986468
Wholesome Degenerate,-6.76126876
Bakinshake,-6.762146825
91,-6.762978522
Young Robot,-6.773523057
Prince Fluff,-6.775879633
report to the TO desk,-6.777390909
Espeonzz,-6.778393152
S2E,-6.778764911
Prime Rob,-6.780473004
Grab Rangoon,-6.784133822
KingCake,-6.791927664
Ryerson,-6.794527288
Marko64,-6.79553417
Bliz,-6.795942827
BBNG,-6.798317106
Duky,-6.799677685
pfffft,-6.808943341
Stove,-6.825959397
boop,-6.829373408
Woosh,-6.831160702
Unit,-6.840550692
Quality Steve,-6.840578088
Luke Nukem,-6.848050045
DRL,-6.849858362
DryBones,-6.852362349
Early Peso,-6.862040758
Greg Turbo,-6.870981885
Bye2,-6.871035366
Tilt,-6.874198138
Fujaay,-6.880051352
likeanegg,-6.882633894
Lems,-6.901927129
NASTY,-6.902189517
Arcana,-6.918901891
Serafin,-6.919053088
Maui,-6.921705222
Barrel,-6.925446527
TheNishyo,-6.939289701
Robert,-6.956324777
Nooch,-6.963702471
Item,-6.977779647
WyzDM,-6.978032484
Buddy Guysman,-6.982728423
slim,-6.983716613
Bye1,-6.996099329
etp,-6.998581423
Kongee,-7.025716554
Cable,-7.028409893
iLiveForTheFunk,-7.038581518
Noah,-7.040437461
Roochi,-7.043221854
Clu,-7.046085206
Razo,-7.056935854
Clem,-7.071991909
NORF,-7.075328195
Yasu,-7.079017026
JNaut,-7.079282858
Adair,-7.080236562
Chitty Whok,-7.085843194
Wesdoogie,-7.093970128
destinybond,-7.095477328
Mucho Man Randy Passion,-7.100582391
KB,-7.105682262
nomz,-7.114353494
CommonEnemy,-7.114986478
Ant,-7.118221978
swid,-7.127718122
Highlander,-7.132909647
nuts4nuts4nuts,-7.133254239
Muscles,-7.137380743
Thumbs,-7.151924217
Sir Eddie,-7.157398618
Soulster,-7.158731456
Lotus,-7.165835754
Fat Penguin,-7.167767937
CrystalBeth,-7.175100769
Baskin,-7.178277699
Professor Cube,-7.183268034
Izuna,-7.185642772
Iron,-7.213499525
Sketch,-7.222162415
Ashlyn,-7.222833989
HDC,-7.224307381
BananaSack,-7.224640727
Sleepyhead,-7.240158456
Colin North,-7.245476255
Rai'uz,-7.261602131
kirin,-7.281107506
Soul,-7.281107612
Tavi,-7.286449862
Greasy,-7.294013115
bye10,-7.295381478
Verankert,-7.299003033
Mittens,-7.31529553
TimSin,-7.317757275
Besnik,-7.320777274
Roman,-7.328017244
Tyroy,-7.328262207
tyjle,-7.338571649
ChungusHumongous,-7.341884594
Nevv,-7.342133424
Woke Fox,-7.348439579
Beaver,-7.354340993
bye1,-7.357466993
Quest,-7.359303702
Lemonjuices,-7.362982096
Ted Greene,-7.374294612
Sn3aky,-7.375343204
Gary Oak,-7.37882763
M0jit0,-7.387672548
JosaRose,-7.395758293
Burlap,-7.397907967
Tagmon,-7.399498327
CrimsonPixel,-7.404191016
Nights Fire,-7.409064639
Project,-7.409199461
GXM,-7.417285211
BrownTown671,-7.421784709
Ghillie,-7.437422557
Future Shock,-7.437829141
deogenerate,-7.464435359
MalcoDaFalco,-7.467023263
Finn,-7.47135888
bye3,-7.475792805
DogFace,-7.481370726
Juicebox,-7.486180072
BestfriendJohn,-7.489864492
BostonBrew,-7.491163211
Sandbag,-7.49906419
Circuit,-7.508592227
Bob-omb,-7.51235214
Jaysotee,-7.529053882
King Kuuchie,-7.530624716
PK,-7.548436908
bye5,-7.549688704
Bye4,-7.557480295
Jazz Dynamite,-7.578035477
G0r3gon,-7.599234394
Fabreeze,-7.61121978
link2213,-7.617247583
bye9,-7.630255095
Switch,-7.637315667
dooi,-7.63864343
squizzage,-7.639097739
Anana$,-7.654552968
bye4,-7.660309268
Meta,-7.66436898
zootcat,-7.668441889
Frausto,-7.668592881
Disabled,-7.67569199
llama,-7.679380041
SquirtlSquad,-7.695250557
Iceman,-7.699870441
CrazyDude,-7.711146312
Aluminiumanja,-7.711427648
Sellout,-7.733175121
nervy,-7.735606075
Draco,-7.741958101
PureEvil,-7.742654497
mitchell,-7.751986679
SuperDebbie,-7.758057483
jazzy,-7.763611857
Telechubby,-7.764044684
OverGround,-7.765679857
bearkidney,-7.772086312
JeoDude,-7.782358238
SpookyFrog,-7.787730758
BigMeatGamer,-7.797399403
RaRxD,-7.800273436
The Big Kahuna,-7.806055013
Skrai,-7.814457019
Cullenary,-7.825742323
georgie,-7.832159944
Spicoli,-7.836579032
Bowman,-7.83746207
Normality,-7.843110087
Harriet,-7.843433357
Ragu,-7.852111194
bye6,-7.858675557
DropZone,-7.860976627
Xilio,-7.887283984
DLos,-7.896273185
Skunk,-7.898373743
Ethan,-7.903288639
Butters,-7.907417968
Shk Shk,-7.90865723
Mickey Mouse,-7.931172033
K8A,-7.932489045
Pure,-7.941083299
Zeph,-7.944708768
Lynx,-7.946827426
JeT,-7.95415722
dd hernandez,-7.962178116
oddy nuff,-7.976359399
Maximtomato,-7.978973716
schmoop,-7.979374961
Nepvriend,-7.983918711
TankTheNoobs,-7.992804489
Prozac,-7.995104169
LilFrogurt,-8.015578764
goon,-8.018259545
Medical Chicken,-8.047937528
Melvin,-8.055688789
Krisp,-8.092159474
Moocavo,-8.095811559
PBJ,-8.106217713
Mascot,-8.115957771
DPIII,-8.146449411
Rymi,-8.154703415
hestoned,-8.157435005
Victor,-8.15782291
Blues Clues,-8.161206686
Julien,-8.177711751
bye12,-8.190530866
Derek,-8.194490649
