,0
Goodie,-0.305583355
FrayZ,-0.3074058
Sealmore,-0.313430936
The Brig,-0.313698268
JoeBigs,-0.314108707
ewd444,-0.316014744
OGPuckettMorton,-0.321112887
Erk,-0.327864166
EbenFlow,-0.333164569
PiePlate,-0.33449547
pinkdeaf1,-0.336922976
Hot Toddy,-0.337888076
James,-0.338811695
sc00p,-0.339558874
arejay,-0.343708043
Hysteric,-0.344430044
Noobilim,-0.346035487
Same,-0.346035487
343,-0.349372049
Clay,-0.351365409
Jtk,-0.352115259
Aurum,-0.352830005
JOJO,-0.355334218
Xin,-0.356360398
krazybread,-0.357663027
Gemini,-0.361231901
The Party,-0.361994997
Rene,-0.366309202
Lord Wavy,-0.368257637
Kaltho,-0.368978938
Fitz,-0.369646184
Something,-0.369953662
NoobKing,-0.371006697
Shmeeli,-0.371031871
RockCrock,-0.371833938
Thrall,-0.372121141
Lust,-0.374078007
unlucky,-0.374879714
Flashburn 117,-0.376284038
YoSauce,-0.377039767
Spezi,-0.37734207
Hauser,-0.377754267
DUMMY,-0.379486403
MLTurtle,-0.379518897
Son Joku,-0.379791489
Ritch$,-0.381050032
Asada,-0.381963019
Cags,-0.381963019
Din,-0.382347645
Logan,-0.38336358
Plinci,-0.385050731
cagliostro,-0.385393499
Sy,-0.388593942
VANITY,-0.389737104
1 Almond,-0.392066147
Sinonyxx,-0.393957658
Leo Luster!,-0.395220712
CowCowCowCowCow,-0.395896802
Nothigh,-0.396559189
Lamp©amp,-0.397504986
TEC,-0.398741967
Cruz Control,-0.398779784
SkyRobin,-0.400812033
Pilot,-0.401052666
Ace?,-0.402734832
Ohantheman,-0.408135714
Duo,-0.408546844
Genghis Connor,-0.408747664
bradday0429,-0.411936542
mask1n,-0.412886906
Krapter,-0.417398255
ANTIFA Super Soldier,-0.417847402
Spectre.Rx,-0.420354596
Madara,-0.421390105
worm,-0.423950407
Burnaby,-0.425346991
Pleb,-0.426897949
Jbags,-0.428732385
HashtagRustled,-0.433033094
Scrubcasual,-0.440726034
Betafish,-0.441423476
Dusk,-0.442188135
Chameleon,-0.443399218
Pappi,-0.44661429
OnePunchMan,-0.447655283
Chef,-0.448570985
Nebula,-0.450447782
True Dong,-0.455115195
kale$,-0.456038667
World Peace,-0.456169937
Bertbusdriver,-0.456569724
Kraft,-0.4569242
JP3,-0.461082595
BadNewsBeta,-0.461228292
OhMyJosh,-0.46143914
SquidTheCat,-0.470312284
Ryukn,-0.470727608
MF Greenthumb,-0.470937418
Bauz,-0.471769276
C42P,-0.474930393
Jwilli,-0.483839763
CTG,-0.486606225
Snarky,-0.487534991
taz0,-0.488830799
Shifty,-0.493104941
Mr. Lemon,-0.495452844
KeKe,-0.496164255
meleesean,-0.497852768
Arhkma MuddyKipz,-0.498599734
Banana Bandana,-0.499355694
Rainbow,-0.501403927
Daydreaming,-0.502987946
N0z1ck,-0.503813811
Friendship,-0.512127872
GooseWithSocks,-0.51404935
J.O.A.T.,-0.514502026
UltimaScout,-0.514972294
Keykey,-0.51621374
skaht,-0.517431827
totally butts,-0.517694821
Lymp,-0.518274453
Speez,-0.52125768
Unfair,-0.521365857
Lamdin,-0.523323501
Maruf,-0.526095417
Salt King,-0.527933288
Zork,-0.530278114
Rayboyp,-0.53188853
Raid,-0.532386522
spooky purpp,-0.532754841
KFC Manager,-0.53505714
TONX,-0.536414616
Suzarya,-0.53660603
HAM,-0.537631409
Danko,-0.538995482
TDP,-0.539207145
Gaz!,-0.539517637
Austine,-0.541329064
dizzkidboogie,-0.541695671
Phloyd,-0.544687324
Kuma,-0.54535156
RyuCloud,-0.545369303
False,-0.54703477
Blockdawg,-0.54950532
JEPR,-0.549742274
GoonSquad,-0.552782911
Jim Jam Flim Flam,-0.553192724
TreyTheTrashman,-0.554193875
Dominance,-0.556238881
Handorin,-0.556569036
Caius,-0.556887075
JellyPhi$h,-0.557579694
Takaharu,-0.557594757
Snacks!,-0.559425932
brak,-0.560026138
Basic,-0.563846819
Thailer,-0.564381153
Kandayo,-0.568052978
Ivan,-0.568326165
Schway,-0.569865801
Falkion,-0.569955525
Nukidin,-0.572996417
Equilateral,-0.580241758
MacJack,-0.582216893
Schnurb,-0.583420287
slumlord,-0.586164103
Havard,-0.587331555
skate,-0.588739828
Diggles137,-0.589949439
Son2,-0.590362142
Grim Adventures,-0.591095782
Yeeman,-0.591827892
FormerlyMidwestballz,-0.593260875
Neurosonic,-0.593475192
Pride,-0.595474382
Crogunk,-0.597428686
ezryph,-0.599979008
Goon,-0.600978495
CampusCutie,-0.601250145
Childish,-0.603344281
Conn Man,-0.603380508
Jaw,-0.605611809
tibe,-0.606395761
RagingCherry,-0.613875095
Mada Jr,-0.617417141
Thez,-0.619753678
JCAM,-0.625655573
FishSticks,-0.62568339
Kingfalcon,-0.629087729
Snazzy,-0.631742705
Wikipedia Brown,-0.636727971
Sayum,-0.639754963
JAMEPS,-0.642769746
Pillars,-0.64358272
Seiya,-0.644018579
Skitter,-0.644520903
ARico,-0.64744466
bliutwo,-0.650560993
Raiza,-0.650965719
Fraudy,-0.652281274
Encore,-0.653122222
Mewwy,-0.657131252
Ergo,-0.658988283
Gallon,-0.662778408
EMT_Sol,-0.663203045
Zeus,-0.666409935
Fury,-0.668210923
cak,-0.668405987
Secrets,-0.670306534
Melos,-0.671167921
Dry Bonez,-0.673284419
lain,-0.674522076
Dubltu,-0.676441579
Swamisama,-0.682598274
Yikes!,-0.683164035
CheWy,-0.684159397
Aiika,-0.684222845
DDOG,-0.684329366
KrillKilla,-0.685938534
Ducky,-0.685953696
TheDormouse,-0.686768942
Lownasty,-0.68924666
Tonkatsu,-0.690168799
Zeeker,-0.691943729
murrmurr,-0.693615357
Wfycat,-0.696011739
Duckrobin,-0.6984935
Yink,-0.699119103
_Liuser,-0.704452551
Legion,-0.707961542
BigDK,-0.710794852
Jello,-0.71271388
Codename_Irongiant,-0.714582341
MINT,-0.715187877
Fidel,-0.716021408
Cartoffel,-0.718231459
Trickey,-0.718654251
Yaruzu,-0.721200797
PPV,-0.727005907
Perrin,-0.729529143
MegaX11,-0.736171214
Fazz,-0.737394598
Heath,-0.738738082
Mars,-0.740876975
Skraaaaa,-0.746194728
GooseKhan,-0.751718433
DonB,-0.758970808
aqualad,-0.765743574
The Leaf,-0.766359055
Qwerty,-0.767051299
Shazmah,-0.776772625
Strom,-0.779837088
Wholesome guy,-0.781413108
Clamsy,-0.782308335
Wasp,-0.782835866
Ron Paul,-0.784113171
TRUNKS,-0.784937979
Kaho,-0.787080923
BickTrip,-0.787339273
Shifu,-0.78763167
Don Juan,-0.789960251
Marvelboy,-0.790382336
Simna ibn Sind,-0.790521347
CunningKitsune,-0.79124883
Asidyx,-0.798375013
TurboThot,-0.798708945
Daga,-0.798762341
Telemonic,-0.799453282
ZHammer,-0.801205493
Seven,-0.80180362
Guex,-0.803608673
TLB,-0.804202968
Big Matt,-0.80656097
Hilberrt,-0.806948673
NAM,-0.807287887
Reign,-0.811164772
Peachy Keen,-0.813218168
slurppp,-0.817204475
Mayan Ryan,-0.818879084
Apricots,-0.821468936
McChicken,-0.823272655
Dab Souljaboy,-0.825320721
Korg,-0.835205699
Tammy,-0.838069302
fenceturtle,-0.839573478
Nice Orbit,-0.843119649
Rockster,-0.84511885
Ju1ce,-0.84605675
White Women Call Me God,-0.846765267
Bewh,-0.850951928
HAMsel,-0.851692402
aLF,-0.855604782
Will Savage,-0.857608551
SuperGinger,-0.862450292
Bab Activated,-0.863631084
rodohk,-0.864922381
Kevlar,-0.866726302
hunter,-0.87037284
Vanishing Love,-0.870821791
Yellow,-0.870821791
"Alter, digga",-0.87207108
Geff,-0.873775657
Tape,-0.874830564
Clubs,-0.875232029
Suicide Knee,-0.877289238
Clumsy,-0.878566551
LordTet,-0.884607223
Steve,-0.885200437
Goobz,-0.886086068
milk,-0.888018412
W8ASec,-0.88820839
Chi,-0.889305861
Zipper,-0.891140563
bearox,-0.891286509
BattlePenguin,-0.892664103
Gypsy,-0.899446358
Ramita,-0.902323006
DJoy,-0.90322633
Head Chef,-0.907014094
Rollerbob,-0.907411219
Eggy,-0.908623163
Argonaut,-0.909652035
Esa,-0.909961613
lasagna,-0.911746227
RyanSavage,-0.914253191
Wransky,-0.916052347
SKID,-0.917325152
MOF,-0.92051549
Valentine,-0.921863066
KingCons,-0.922680756
alvaro,-0.924601808
Muxedo,-0.925883853
Petey Walnuts,-0.926796474
scoop,-0.92947151
JPX,-0.930502362
DSJ,-0.933669378
Nexic,-0.937657073
SpoodBeest,-0.937895818
Jflex,-0.940356585
Sizzle,-0.940797562
Bibs,-0.940992627
Kay3,-0.942777017
Senb0nzakuraKageyoshi,-0.943129455
Zephiel,-0.9432197
Penguin,-0.946318267
G4RY,-0.948012354
Xanatos,-0.949699972
Levingy,-0.949874485
JSP,-0.952881119
yopp,-0.953831036
Hollow,-0.955674681
Nanz,-0.957301518
Fat Tony,-0.957316202
keeb,-0.962292469
ahampster,-0.964078015
Trulliam,-0.96498327
ovaltine,-0.965697885
Moserboat,-0.967008777
Cycloid,-0.970129773
Ahmad,-0.972353677
Crumbling,-0.974174649
Btea,-0.974413611
jarebair,-0.975458288
Evan,-0.977344858
DueL,-0.977355092
Paragon,-0.981727492
Bort,-0.981900313
Rildom,-0.98275167
The D,-0.986034855
pogdee,-0.986699783
Agx_11,-0.989673218
Door,-0.990842341
Juiceman,-0.992107901
NOOT,-0.998208237
Poopy Ass,-0.998545048
EnvoyOTE,-0.998957408
gbsjbs135,-1.000777185
Anto,-1.001756241
Tequila Mockingbird,-1.0050382
Fox Uckers,-1.005944365
Magus,-1.008281674
KGB,-1.009530307
Yogopher,-1.01093963
cdog,-1.011619973
dunk,-1.012120973
PoeFire,-1.013295756
UwUMysticalGirl,-1.013981794
husky,-1.014285383
MFO,-1.016887913
brog,-1.021868158
FombyZomby,-1.023425741
OverLord,-1.025192321
Askeladd,-1.030318764
Nibbity,-1.031249143
Adastran,-1.031294192
Farris,-1.031914606
Avery,-1.032360917
FERF,-1.03599914
nuage,-1.037444736
SooYoung,-1.0378025
Abszol,-1.038327834
Ksta,-1.041659055
Dew2,-1.041924986
Chief,-1.04291755
Bok Choy,-1.043121659
virginmaster!,-1.044155869
PTK,-1.047379401
Null,-1.048813448
PoppinFresh,-1.05282035
Kneeil,-1.054078409
holla,-1.054804919
VVS,-1.056132316
crawfish,-1.057171754
$oupa,-1.058674438
Queue Kyoo,-1.060818932
Oathlivion,-1.062207471
"Moy 5'6""",-1.0624635
Babypowder,-1.06299797
Kezzup,-1.071506264
Knubs.,-1.073565756
Vex Kasrani,-1.073769693
Trix,-1.075929137
Ferox,-1.077692316
Cleps,-1.080281653
snacklepackle,-1.081438696
PH$,-1.082675348
Voltampt,-1.089475045
Lief Lieferson,-1.089560622
Grouper,-1.089686218
James Landino,-1.092535754
TheFormuoli,-1.094205286
Kaese,-1.095649294
Zerker,-1.095982683
Imyt,-1.108237447
The Dream,-1.109736652
BOOST!,-1.110295582
Zam,-1.113167458
Mitchell,-1.113554059
Eggz,-1.113627903
Rockhound,-1.114468817
Sylki,-1.115533001
Rin,-1.115958947
Old McJonald,-1.116571812
Terminal,-1.116571812
Slytle,-1.117998476
Ratt,-1.121666651
Tafokints,-1.122477643
Mcloven,-1.126922691
gushi,-1.127701747
timesink,-1.130678493
Fleskore,-1.131115669
Addymestic,-1.133701546
Sunreeper,-1.134765815
Flex,-1.134960128
NaiKai,-1.13606699
TBAG,-1.137215383
MintyFlesh,-1.13988649
Gtown_Tom,-1.139997517
DTM,-1.140103025
geg,-1.140886581
SuperAllan,-1.141026745
Ryou,-1.143935355
Orange,-1.146334961
Ari,-1.146484447
Syphichan,-1.147064423
flwns,-1.149878443
Spice Orange,-1.1502868
Jennifer,-1.152755814
Tom Sawyer,-1.158508052
Animus,-1.159488169
kirbt,-1.159526494
Sugar,-1.161874017
Wizard,-1.163109639
Milf Hunter,-1.170859393
JoeFro,-1.172221641
CoatRackPerson,-1.173494718
TheAsianOne,-1.174608641
FriskyLlama,-1.174893225
Animal Control,-1.175125584
4est,-1.1778745
Kr1meM45ter2517A,-1.177958682
Reef,-1.178027101
Bhakla,-1.180368541
Devastation,-1.181409974
jarod,-1.1817189
Daz,-1.183268335
Scoot,-1.187033278
N0b0dy,-1.189042759
DustD,-1.19004305
Action Master,-1.191340981
Ben Gold,-1.19171437
The Real Dlim Dhady,-1.194597189
Jack :),-1.19510972
Leroy,-1.195653928
+,-1.195799161
Tapis,-1.197786887
Luigi,-1.198153781
karol,-1.199714775
Absinthe,-1.200114638
Pink Loser,-1.202316715
Yalli,-1.204701885
Ha-HAM Clinton-Dix,-1.204816456
JHTL,-1.204858982
Han,-1.205485486
PapaZondo,-1.206216695
Poppa Squat,-1.208249574
Wilbur ((BASS BOOSTED)),-1.208769876
Legalmeth,-1.208849527
WiLD,-1.209328752
CAM,-1.212184172
Valk,-1.214470857
Dragmire jr,-1.215238624
TKano,-1.215430611
Mell0w,-1.216040823
Sinist3r,-1.216466856
Molto,-1.219011599
PSai,-1.220401603
Buffalo,-1.221737673
spencie,-1.222503566
Tesner,-1.228158457
Oceanman,-1.229926616
Rokd,-1.230160076
Koten,-1.231374396
Roobers,-1.232163144
soccermom69,-1.23222761
Vorporal,-1.23326522
Blue Jay,-1.235515989
Chubby Manly,-1.236552038
Ordinal,-1.237302001
Eddie,-1.240020529
Arryu,-1.24041913
Recap,-1.241085146
MagicWan,-1.242757381
Keanu,-1.243041994
Workshop,-1.243133691
Leviath,-1.243531266
Papi,-1.247298222
24d1,-1.248301675
DJSALTYNUTZ,-1.251573663
Bloke,-1.251918665
SquirtleShampoo,-1.252742513
Celery Man,-1.253246615
Kanye Midwest,-1.253685782
Riggs,-1.254533709
PapaNoJohns,-1.255696786
julexis12,-1.255737413
RiceMan,-1.255923857
Josie,-1.256377769
PSIguy,-1.257229325
DTV,-1.257852227
Papa Nooch,-1.260227736
FunKa,-1.260405656
ABAP,-1.261515871
JeezImSoBored,-1.262100353
Min,-1.262873152
Cyramoo,-1.262999346
Howie,-1.265049312
HamberdasH,-1.266680555
Crimson,-1.267161006
Limewire,-1.269461433
Ez$,-1.275338526
Alburritos,-1.27655591
Koga,-1.277164191
Difa,-1.278869184
Rolls,-1.27898857
Psylo,-1.279442517
NiteCyper,-1.280491427
max_187,-1.280736624
Professor Peen,-1.281183167
Gato,-1.283093789
Wiseclown,-1.284037634
RIDENS,-1.28447582
Santana,-1.285073933
Nirvana,-1.286388399
OrangeOranges,-1.288553258
BigRedAnimeBike,-1.291711709
Supa,-1.293933537
Marusu,-1.294819937
mOck,-1.295267013
Uncle Burnie,-1.295385262
MoBoMo,-1.296686814
Omni,-1.297048069
Youla,-1.298856064
moi,-1.299575385
Sumaki,-1.300078932
Frisky,-1.300107788
Goose master,-1.30215724
Ring,-1.302448536
Jahnsin,-1.303300564
JacD,-1.303772417
guk0_black,-1.308294455
King Tuk,-1.309424842
Nex,-1.309538963
Bardle,-1.309741319
Alboo,-1.311001567
Taze,-1.311628716
Jhib,-1.312284097
Davemon,-1.314584927
Rain,-1.316480546
Flotsam,-1.317421479
Dawong,-1.318295463
Milkguy00,-1.321078564
SAD,-1.321526074
Voltage,-1.3223056
PD,-1.323668105
Snap,-1.32457684
SB,-1.324702032
Binary Clone,-1.327132187
Tunder,-1.330044461
Drasil,-1.330725071
Sloud,-1.331348196
Akante,-1.331365347
Silkylaroux,-1.334990338
Shuckler,-1.335049306
McLovin,-1.335726951
Cilan,-1.337000544
low,-1.337003123
Clutch,-1.337214889
Mr. K,-1.340139014
KD8,-1.341644762
KVD,-1.341676361
Theexileprince,-1.341813234
Sped,-1.34193259
lil gamestop booty,-1.342023159
Kanti,-1.343528545
Hammerface,-1.344037501
Hyruler,-1.346013648
OverDrive,-1.346128883
DarkHero,-1.346207936
Tubesssbm,-1.348994743
White Iverson,-1.349472064
Gregory,-1.350480099
bass,-1.351473253
Bre4d_,-1.353838453
Mimorox,-1.354644316
Potahontas,-1.355001054
Pusheen Queen,-1.358248669
Sabz,-1.360227711
shug,-1.361490925
ElectroSwoosh,-1.361994997
Birdsnest,-1.362009606
Tummy,-1.363708765
Gem,-1.36398523
Petunia,-1.367133549
Spacepigeon,-1.367312973
Ratboy,-1.367964155
KJ,-1.368396575
ego,-1.368780458
Smacoop,-1.369478032
Diver Survivor,-1.370210749
Psyfer,-1.370605268
iCite,-1.372662181
Limit,-1.374078007
Seel,-1.374986667
Mackawack,-1.375023287
Nerfy,-1.377375585
DestiKnee,-1.378044686
BigB,-1.378958514
Low Life,-1.379068086
Tapioca,-1.382144443
Wajet,-1.383271413
Frame,-1.384873844
Pulse,-1.384935975
Omar,-1.385547247
Boga,-1.385791963
BATTS,-1.386631261
Alarm,-1.387789954
Zandros,-1.38973117
astronaut,-1.389959911
blue53,-1.390713735
Ayzu,-1.390931474
PBR,-1.391082935
Fiercewolf,-1.3922245
The Captain,-1.392739471
Heimlich,-1.392748834
Busy Boi,-1.393608813
CocoBird,-1.393873026
KEFFO,-1.39528472
cilantro,-1.398843035
Carp,-1.400041013
ppmd'sleftnut,-1.400353559
Strat?,-1.402639447
Burbo,-1.403665205
WakenVape,-1.404023917
Aklo,-1.404616383
WTHH,-1.40822257
Icarus,-1.411251033
Galen The Wise,-1.411942387
Foonz,-1.41311419
Sesko,-1.414219908
D_Lidz,-1.414530092
DeanieWeenie,-1.415956139
Fang,-1.419226619
Leonidas,-1.419341243
FeelinGood,-1.420381995
RockMaN,-1.420607694
TTBB,-1.421297999
CardboardBear,-1.421357362
Kevo,-1.422138703
Karhu,-1.423653168
uberdabing,-1.4237487
Skweejji,-1.424052761
kevOCB,-1.424596899
Twunt,-1.425447712
DuperSoup,-1.42575721
Gaston,-1.426934829
Pensive,-1.427063163
Pengua,-1.427693459
12YOweaboo,-1.427864512
Haus,-1.428566663
VGmasta,-1.428865327
Skid,-1.429142928
Streatz,-1.429351613
uGuize,-1.430362456
Spartacus,-1.431944263
Colonel Dog,-1.432872068
MegaXmas,-1.43311592
Starving,-1.434500934
Meechman,-1.434655963
Inferno9000,-1.434912992
AbsolKnight,-1.435999764
Johnny Pistachio,-1.437887661
Lemon,-1.438263171
Fairy,-1.439436759
Glacier,-1.442287141
BIG BONN,-1.442745097
Lactose Lad,-1.442833255
Juno,-1.443102367
Mijusuu,-1.443268781
X,-1.443534116
King Bob,-1.443854953
A-Tom,-1.445398047
eljhoset,-1.446650486
Kerblamu,-1.446672377
pepino de mar,-1.446925045
Omega,-1.447361311
Psych,-1.449405256
Spurs9ster,-1.449504203
ZZZZ,-1.451457763
mankow,-1.452781003
Satyr,-1.45297474
New York Siddy,-1.454651701
Basik,-1.455087052
Wowzers,-1.457669363
Frobey,-1.459216874
Just a Leaf,-1.459738304
Mankse,-1.460981627
Wise,-1.461680599
YoY0,-1.461708246
KeyChain,-1.463851952
Smoe,-1.465234527
benchin,-1.470193327
Yeet,-1.471448439
Colberito,-1.472086884
ARIANA GRANDE,-1.474591474
Babz,-1.474981455
Dralphgon,-1.475282621
Patrick,-1.476556698
Marigold,-1.477678913
Pretzel,-1.478766326
Nugget,-1.47889512
Sir Skaro,-1.47898966
Oreo,-1.480220017
smopup,-1.480637906
Misst,-1.480758226
Dindor,-1.481795749
Straza,-1.483454612
Petshop,-1.483721117
gator_timbs,-1.484942842
JohnnyCSmash,-1.485405122
Paz,-1.485584555
SSCoconutz,-1.486235115
aory,-1.487693548
elfman,-1.48866145
Angel666,-1.488929573
Zer0,-1.489541192
Happens,-1.49041323
KeeZe,-1.492820326
Scrubcake,-1.493269051
Twin,-1.493813128
SwissMiss,-1.494979123
Peredido,-1.495777259
SerFluffles,-1.496160621
HandballNat,-1.496449501
Skip,-1.496885011
nanacomehome,-1.49727463
Melotech,-1.497688613
KDubble,-1.497714839
Mold,-1.498123302
Mot,-1.498844931
Bonther,-1.500009873
Beach,-1.500737694
Cubs,-1.504053367
plush,-1.507198775
Attempt,-1.50724182
Dongle Dude,-1.508511788
Colonel Claw,-1.508741888
wally,-1.508755931
JELLO,-1.509459763
adPEXtwinDoNG,-1.509843233
spleens,-1.510743263
BlinkRider,-1.513975258
Neon,-1.514145338
NKDK,-1.514973019
FinesseQuik,-1.51582245
Esquire,-1.516077403
Greed,-1.516875191
Liddy,-1.519721102
Maltais,-1.520644332
dalenu,-1.521382604
Waveshine UpDog,-1.521601578
Million$Man,-1.524900173
Possum,-1.525548787
Volton,-1.525600736
Rayd,-1.526466393
MarcRodin,-1.528342786
lolxd,-1.528687629
Sweat,-1.529048878
Scoots,-1.532361301
MIGHTY AFRO DIGHTY,-1.532703735
Minor Threat,-1.534116085
lil se$h,-1.534771427
JasiJ,-1.534980511
ghost,-1.53583237
Blufire,-1.53869296
stu,-1.539283835
Sway,-1.539362633
Paper,-1.539743144
Randy6,-1.541592464
Yeniths,-1.543235891
Dahong,-1.544796646
JimgoGulag,-1.547096684
s0und,-1.547914165
oh gosh,-1.548007879
Serenity,-1.549573478
Brub,-1.549687927
Loki,-1.549754819
Swahili Johnson,-1.55304994
iChuckBricks,-1.555173751
Lord Pig,-1.555263394
Mervis,-1.556158799
Snow Wiener,-1.556909378
Camtwo,-1.557775088
hay,-1.559508994
PikaPastor,-1.559723537
TheSaxBorn,-1.560726904
vegeman,-1.561484213
Hentai Boi,-1.56317512
Twin1,-1.565467905
R-WEN,-1.565879608
Siked,-1.567004628
Varian,-1.567079002
Refrain,-1.567656057
Ben Zed,-1.568009073
Jopps,-1.573336732
IknowImbadthanks,-1.573539464
Live Wire,-1.573933993
Wytch,-1.574297205
Paradigm,-1.576035995
Doomy,-1.57608834
Upon,-1.579066774
Rick,-1.580041875
Polo,-1.584143849
SEQ_FIGHTER,-1.58483859
xRIPChesterBennington420x,-1.5879787
Lefty Lewis,-1.588380704
DiscipleOfBorp,-1.588745556
Sunshine!,-1.589484736
Benji,-1.594143763
DFU,-1.594298711
Artan,-1.5959231
Raven,-1.596012823
Rudy,-1.601351127
Captain Black,-1.601633089
HotSauce,-1.602743346
8oz,-1.603361968
Whisky Wizard,-1.603771367
SaltySam,-1.605479972
Shadez,-1.605700936
Nix,-1.610384062
Egg,-1.61076154
EastCoastKevin,-1.611915923
Nidra,-1.613182139
Damien,-1.613185256
Dr. Girlfriend,-1.613346128
ElJeep,-1.615028615
YanYan,-1.616883133
cakes,-1.617730941
Cake,-1.617933703
Giantantreal,-1.617986088
Oksoon,-1.618112512
B-Boy,-1.618217712
DatzMagik,-1.618631567
HAUTBOYS,-1.619296508
Lazer,-1.619824387
Copper,-1.620697206
PrinceHiro,-1.621853603
Arslan,-1.622462865
Fizzi,-1.622524183
Jmartiles,-1.626692927
rozpo,-1.627891486
lotus eater,-1.628051175
PhDeeznuts,-1.629174676
Gwuck,-1.630231468
Top Player Yasu,-1.632027255
boldandbrash,-1.6348392
Notparis,-1.636450984
Mistaboy,-1.636455139
DAMAGE,-1.637054923
een,-1.638731556
Quil,-1.640390511
TehPinkEmoBunni,-1.640551521
wooptywop,-1.640754449
Midnight Crazy,-1.641619838
Brohad,-1.644413348
Tron,-1.645611776
Man0,-1.645860723
ABU,-1.645886698
Ralph,-1.647887609
JohnnyD,-1.649752553
Faith,-1.649888064
Rod,-1.653426076
lynxwynx,-1.653664334
Skinny,-1.65762148
Luu,-1.657837863
Luffy,-1.657968972
BPow,-1.659807598
Dr. Lame,-1.661049387
Slater,-1.661517462
battleshock,-1.661911639
Jr,-1.662470052
I'm Michael BTW,-1.663216445
Naps,-1.663311398
turndownforwalt,-1.663634217
Happy,-1.665189835
Shogo,-1.665432894
Reeves,-1.667247524
Misu,-1.667253053
Bébé Lou,-1.667963261
Blankets,-1.669704639
Chet,-1.669772286
Goomy,-1.669964082
Butterscotch,-1.671592921
BGD,-1.674822723
Spoder,-1.675930397
Shrimp,-1.676582075
The Law,-1.677272791
shenanigans,-1.678339343
Obscurity,-1.679455793
Slurex,-1.681400642
Kao,-1.682270107
Hiori,-1.682478613
Fregg,-1.683144968
Catalyst,-1.684464267
KRG,-1.684735561
RoboVinny,-1.686565435
Miguel,-1.68883501
NinthWonder,-1.689275535
Luppi,-1.694139239
Ziggy,-1.695618313
burr,-1.697504991
Rollover Minutes,-1.697788013
Dz,-1.698839851
Shlx,-1.701288757
Simba,-1.701535064
Farthbog,-1.70192951
Bhan Bhan,-1.703980624
Nyte,-1.70522888
veggies,-1.705668082
The Bird,-1.707772531
Combustile Lemon Party,-1.707950597
PracticalTAS,-1.708786689
FantasticDeli,-1.709409656
HsuChef,-1.711313639
Slam Duncan,-1.712832407
Goak,-1.71322079
dismofo,-1.713747102
CatMarrow,-1.715375941
Winspear,-1.716021408
Liam Neeson,-1.718388795
Afmbot,-1.719116866
Gr@mps,-1.719399445
Kisaragi Chihaya,-1.722643435
TheRocketInYourPocket,-1.723892014
Nordecai,-1.724045794
A$AP P0CKY,-1.724761271
shan3p,-1.726402529
0dysseus,-1.726803971
xaM,-1.727640132
oh,-1.728399418
Tumbles,-1.728476066
Slips,-1.729071035
Big Brother,-1.729119343
Ividboy,-1.730861627
CTN,-1.730997402
shotofop,-1.733469644
Shinobu,-1.733730216
BeerWaffle,-1.73463506
Zack Fair,-1.735673551
Jiro,-1.738073804
Shady,-1.741784658
SluG,-1.74340572
Armen Balian,-1.745026913
Argo,-1.745104411
Gabe,-1.745579791
Noba,-1.747434613
Sunrisebanana,-1.748155889
Prince Ollie,-1.748972027
Groovy Green Hat,-1.750853755
airplane,-1.751092426
alan,-1.751855937
Monolith,-1.753268837
ASK,-1.753747342
1337wafflezz,-1.754890932
Mithos,-1.755077834
Mout,-1.7581336
DeCoste in the Shell,-1.758332438
O-range,-1.75977057
makoopy,-1.760103036
Jank,-1.76137905
Charmander,-1.764387881
Scout,-1.765705804
PhD,-1.765766207
Kira,-1.769336622
Walby,-1.769640433
Meeks,-1.772286904
Limecat,-1.77272868
MyQuestForPower,-1.773473942
5ive,-1.773746306
Socktastic,-1.773825748
Captain Crack,-1.775148885
Telepathy (TELE#804),-1.777578307
BNicks,-1.779347565
Jadynwolf,-1.780732738
Mono,-1.783947545
DrJwns,-1.784178826
w8sec,-1.784589037
Fuchan,-1.78558233
Lanceinthepants,-1.787345608
Lilman,-1.787602042
Bacala,-1.788023655
buckaroo,-1.788032682
HighDef,-1.789179666
GUAT,-1.792028245
Jake H,-1.792062937
Lex Steel,-1.794077737
Pimp Jong Illest,-1.795611882
RunningBear,-1.796872117
tauntz,-1.797628477
has been disqualified.,-1.799148702
MistySkies,-1.800347497
DadMilk,-1.801948579
SpikeyMike,-1.802506803
Proxfrd,-1.804431977
TommySalami,-1.804648205
kerwinftw,-1.804977862
Sherb,-1.806224657
notsocrazy,-1.810573428
J_LAW25,-1.812749946
Redux,-1.814412741
Bureaucraat,-1.815024516
Guerrilla Tiger,-1.815184368
Megaman,-1.815195162
Nemo!,-1.816038996
Quote,-1.817149843
PizzaGod,-1.817628174
Extenderrr,-1.817905556
El Niño,-1.820050655
Silky,-1.820928953
_Boots,-1.821154287
God with a Wavebird,-1.822738497
TimidToaster,-1.825578309
Yep123,-1.827549102
CANT,-1.827837476
PhoKingNick,-1.828435641
Tan,-1.829068636
Badwolf,-1.830712738
Benz,-1.83274901
go,-1.833642374
Glory,-1.834353906
Trusty,-1.835399037
Mugzy,-1.844151465
Jobes,-1.845077821
Schrader The Toolbag,-1.845221651
Mist,-1.845406029
indy,-1.846720774
elephant,-1.847849377
Quasimoto,-1.848914534
Ktar,-1.84974714
Jet Live,-1.851588067
Ventriloquist1,-1.853013583
DG,-1.853459631
MrG,-1.853532937
Sunrise,-1.855580392
c^3,-1.855686669
CaPEM,-1.856137688
elicik,-1.857748933
Honsul,-1.857960838
Pumpkin,-1.858079462
